city_code,name,lat,lon,population_2025,population_2030,population_2041,population_2050,growth_2025_2041,growth_pct_2025_2041,rank_2041,rank_growth_2025_2041,emerging_after_2025,map_visible
7810,Lexington,38.046868,-84.49422,85.619,86.033,93.58,94.252,7.9609999999999985,9.298169798759618,235,192,False,True
13244,Liberty,44.891884,-123.041665,,,58.692,61.751,,,371,,True,True
6890,Lincoln,40.799369,-96.660965,178.522,182.855,186.836,188.727,8.314000000000021,4.657129093333047,123,190,False,True
8025,Lincoln Park,42.245802,-83.208779,200.04,197.247,190.99,134.305,-9.049999999999983,-4.524095180963799,121,334,False,True
6345,Lindberg,32.645053,-97.141371,210.973,221.227,245.178,252.237,34.204999999999984,16.21297512003905,89,103,False,True
6635,Little Elm,33.170339,-96.88582,55.734,58.241,62.797,67.434,7.062999999999995,12.672695302687758,355,201,False,True
2218,Livermore,37.678601,-121.76867,58.756,60.954,61.801,62.142,3.0450000000000017,5.182449451970865,360,233,False,True
4013,Lodi,38.12665,-121.283171,69.512,70.502,71.772,72.348,2.260000000000005,3.2512371964552957,306,240,False,True
6108,Longmont,40.184622,-105.103037,62.73,66.963,70.645,74.331,7.914999999999999,12.61756735214411,314,193,False,True
1725,Los Angeles,33.984236,-118.11672,12740.42,13069.762,13557.598,13862.284,817.1779999999999,6.414058563218481,2,2,False,True
7594,Louisville,38.225429,-85.740453,291.103,296.525,306.439,308.162,15.336000000000013,5.268238389848271,71,162,False,True
13313,Loveland,40.419525,-105.081593,,,62.541,67.451,,,357,,True,True
8505,Lowell,42.641675,-71.318216,104.535,104.631,105.811,103.521,1.2760000000000105,1.2206438035107958,204,248,False,False
12707,Loxley Gardens,36.811454,-76.343388,,67.313,71.466,73.906,,,307,,True,True
5936,Lubbock,33.557684,-101.881794,97.157,100.155,125.372,130.806,28.215000000000003,29.04062496783557,177,113,False,True
7855,Ludlow,39.126847,-84.596488,94.314,112.794,113.609,113.605,19.295,20.458256462455207,189,147,False,True
8523,Lynn,42.469576,-70.953723,116.362,116.449,116.067,115.169,-0.2950000000000017,-0.25351919011361246,186,294,False,False
4056,Madera,36.963517,-120.063031,65.649,66.777,68.289,68.998,2.6400000000000006,4.021386464378742,323,237,False,True
7644,Madison,43.077044,-89.394246,105.582,106.027,106.386,106.227,0.804000000000002,0.7614934363812033,202,254,False,True
14216,Mallard,35.331157,-80.793118,,,57.754,66.72,,,378,,True,True
8109,Manassas Park,38.776929,-77.488969,72.796,74.338,118.353,124.284,45.55699999999999,62.58173526017911,184,81,False,True
8511,Manchester,42.985636,-71.457892,65.881,65.875,65.564,64.979,-0.3170000000000073,-0.48117059546759655,336,295,False,False
3377,Manteca,37.804805,-121.225261,55.097,55.62,56.212,56.426,1.115000000000002,2.023703649926497,393,251,False,True
14712,Maricopa,33.063226,-112.035764,,,,57.464,,,,,False,True
12650,Marsh Creek,33.986066,-84.039892,,52.972,72.218,74.685,,,304,,True,True
5854,McAllen,26.230411,-98.253744,355.331,382.516,495.23,576.177,139.899,39.37145928725611,46,24,False,True
13990,McDowell Mountain Ranch,33.605252,-111.865982,,,67.867,72.356,,,326,,True,True
13327,Meadowview,29.555188,-95.346964,,,136.62,159.1,,,164,,True,True
6980,Memphis,35.095386,-89.931,356.215,356.936,359.799,360.051,3.584000000000003,1.0061339359656398,58,227,False,True
5494,Meridian,43.629465,-116.409781,61.677,63.037,67.515,69.213,5.838000000000001,9.465440926115084,327,208,False,True
4997,Mesa,33.379694,-111.832912,1398.369,1463.338,1677.082,1825.559,278.7130000000002,19.931291383032676,17,10,False,True
6815,Metairie,29.99931,-90.196761,285.896,286.242,287.791,288.0,1.8949999999999818,0.6628284411114467,79,242,False,True
7289,Miami,25.860611,-80.281365,2912.486,3007.825,3201.681,3329.947,289.19500000000016,9.92948978982217,7,9,False,False
178,Mililani,21.460262,-158.007409,51.888,52.667,55.372,56.001,3.4840000000000018,6.714461917977185,396,230,False,False
7846,Milwaukee,43.047311,-87.956277,701.928,703.243,704.298,703.243,2.3700000000000045,0.33764146750094093,31,238,False,True
7302,Minneapolis [Saint Paul],44.966262,-93.226851,1107.243,1122.51,1155.312,1187.217,48.06899999999996,4.341323449324129,24,77,False,True
2592,Mission Viejo,33.59274,-117.681857,365.221,503.483,542.269,576.299,177.048,48.476949572998265,42,16,False,True
3589,Modesto,37.656165,-120.984159,310.818,316.506,323.81,326.265,12.992000000000019,4.179938098823112,66,172,False,True
21506,Moline,41.495361,-90.53846,,,,,,,,,False,True
14149,Montgomery,32.352214,-86.267222,,,119.585,184.644,,,181,,True,True
5247,Montoya,31.848065,-106.545589,92.835,98.288,106.146,108.046,13.311000000000007,14.33834222006787,203,168,False,True
6710,Moore,35.396803,-97.539487,204.392,209.346,214.997,217.885,10.605000000000018,5.188559239109171,106,178,False,True
4141,Moreno Valley,33.924671,-117.234719,195.562,201.519,238.773,253.69,43.210999999999984,22.095805933668085,92,85,False,True
5095,Morning Sun Farms,33.168942,-111.57065,59.852,66.795,90.891,99.301,31.03900000000001,51.85958698122036,242,108,False,True
12693,Morrisville,35.797412,-78.845611,,71.522,83.235,90.113,,,262,,True,True
14891,Murfreesboro,35.854247,-86.372361,,,,59.589,,,,,False,True
3692,Murrieta,33.537445,-117.150939,257.413,265.762,281.791,300.624,24.377999999999986,9.470384168631726,81,128,False,True
5467,Nampa,43.566965,-116.570923,66.367,70.256,81.363,86.34,14.995999999999995,22.59556707399761,270,164,False,True
2446,Napa,38.310055,-122.304666,66.044,66.111,65.866,65.219,-0.17799999999999727,-0.2695172915026305,334,290,False,True
14881,Naples Manor,26.116406,-81.74906,,,,65.991,,,,,False,True
6429,Nassau Bay,29.563474,-95.106728,78.22,97.09,198.066,217.557,119.846,153.21656865251853,114,26,False,True
8487,New Bedford,41.64411,-70.9298,109.364,109.421,109.03,108.158,-0.3340000000000032,-0.305402143301272,195,296,False,False
8451,New Britain,41.673324,-72.780037,68.735,68.629,68.138,67.681,-0.5969999999999942,-0.8685531388666534,324,298,False,True
8421,New Haven,41.31559,-72.925489,146.173,145.41,142.945,140.065,-3.2280000000000086,-2.208342169894583,157,319,False,True
8018,New Hope,35.86096,-78.641633,150.299,169.611,250.844,270.784,100.54499999999999,66.8966526723398,86,37,False,True
6845,New Orleans,29.952663,-90.070252,258.413,258.655,259.764,259.701,1.350999999999999,0.5228065151521011,85,247,False,True
8354,New York City,40.737858,-73.932685,13920.148,13833.498,13562.013,13224.531,-358.1349999999984,-2.572781553759331,1,346,False,True
8102,Norfolk,36.910381,-76.305556,567.473,583.101,609.462,680.764,41.98900000000003,7.399294768209243,37,91,False,True
7873,North College Hill,39.210338,-84.557539,57.579,57.926,58.327,58.309,0.7479999999999976,1.2990847357543507,374,256,False,True
6363,North Richland Hills,32.871305,-97.226483,404.68,435.456,492.205,522.351,87.52499999999998,21.628200059306113,47,45,False,True
8397,Norwalk,41.10928,-73.418546,58.471,58.112,57.007,55.763,-1.4639999999999986,-2.5038053051940254,388,311,False,True
7354,Oak Ridge,28.538167,-81.455515,353.212,381.81,476.285,515.185,123.07300000000004,34.8439464117867,48,25,False,True
1542,Oakland,37.742552,-122.169346,1503.319,1531.729,1549.784,1555.994,46.465000000000146,3.09082769525298,22,78,False,True
13404,Oakleaf,30.183554,-81.768401,,,91.482,107.206,,,238,,True,True
2857,Oceanside,33.186427,-117.350834,97.661,105.558,119.401,127.858,21.739999999999995,22.260677240659007,182,137,False,True
5810,Ogden,41.21773,-111.96182,132.132,140.57,159.478,167.114,27.346000000000004,20.695970695970697,147,119,False,True
6905,Olathe,38.869395,-94.786192,71.546,72.474,82.443,87.528,10.896999999999991,15.230760629525047,263,176,False,True
6965,Omaha,41.262676,-95.982045,248.059,263.841,288.501,296.443,40.44199999999998,16.303379437956284,78,94,False,True
15403,Oregon City,45.3482,-122.616197,,,,52.893,,,,,False,True
7432,Orlando,28.595097,-81.343762,477.249,594.396,787.404,870.93,310.155,64.98808797923095,26,7,False,True
889,Oxnard,34.188831,-119.18093,236.988,239.504,241.075,242.296,4.086999999999989,1.7245598933279278,91,223,False,True
7023,O’Fallon,38.777451,-90.651312,97.698,97.587,94.132,84.777,-3.5659999999999883,-3.6500235419353397,232,321,False,True
15588,Palm Coast,29.544035,-81.233227,,,,77.412,,,,,False,True
15585,Palm Shores,28.142011,-80.653284,,,,64.217,,,,,False,True
3641,Palmdale,34.567047,-118.073369,93.522,94.63,97.437,100.529,3.914999999999992,4.18618079168537,221,224,False,True
5719,Paradise Hills,35.219552,-106.693343,109.496,117.259,123.771,126.628,14.275000000000006,13.037005918024407,178,165,False,True
13307,Parker,39.518748,-104.771731,,,67.985,72.957,,,325,,True,True
12548,Parklea Addition,32.008503,-102.13159,,56.398,65.92,67.273,,,333,,True,True
8046,Parma,41.447407,-81.760878,322.42,285.878,232.742,223.421,-89.67800000000003,-27.814031387631044,95,345,False,True
8529,Peabody,42.519695,-70.895019,104.798,105.001,104.868,104.221,0.06999999999999318,0.06679516784670812,206,286,False,False
3881,Perris,33.799605,-117.22169,53.999,55.582,63.176,66.397,9.177,16.99475916220671,350,183,False,True
8270,Philadelphia,39.982153,-75.161345,2232.42,2238.064,2282.442,2266.409,50.021999999999935,2.2407073937699864,11,75,False,True
4858,Phoenix,33.537166,-112.132588,1972.021,2117.486,2449.637,2670.364,477.6160000000002,24.219620379296174,9,5,False,True
7172,Pine Manor,26.576603,-81.883772,71.885,129.89,179.676,195.391,107.79099999999998,149.94922445572786,131,30,False,True
8067,Pittsburgh,40.423253,-79.971468,385.498,381.074,370.806,340.593,-14.692000000000007,-3.8111741176348537,57,338,False,True
6541,Pittsville,30.063161,-95.196735,56.826,64.209,82.2,89.626,25.374000000000002,44.65209587160807,264,124,False,True
6650,Plano,33.065361,-96.746886,367.716,378.506,401.688,412.894,33.97199999999998,9.238651568057952,54,104,False,True
1982,Pleasanton,37.685379,-121.881883,75.511,80.704,81.131,80.9,5.6200000000000045,7.442624253420038,272,211,False,True
14782,Pocatello,42.890995,-112.453716,,,,63.413,,,,,False,True
12722,Point Pleasant,40.087284,-74.099402,,58.646,58.646,,,,372,,True,True
7528,Port Saint Lucie,27.287137,-80.366335,78.245,131.135,158.381,173.243,80.136,102.41676784459071,149,49,False,True
4342,Porterville,36.071587,-119.035514,55.827,56.712,62.726,66.805,6.899000000000001,12.357819692980101,356,202,False,True
5157,Portland,45.515684,-122.687628,1397.788,1435.528,1560.187,1619.07,162.3989999999999,11.61828546245925,21,19,False,True
2793,Poway,32.939908,-117.11853,283.508,297.3,325.565,336.088,42.057000000000016,14.834502024634233,65,90,False,True
4418,Prairie Oaks,38.672441,-121.1454,54.087,57.814,75.703,86.153,21.616,39.96524118549743,294,138,False,True
8475,Providence,41.833188,-71.417643,429.694,430.209,429.091,426.01,-0.6030000000000086,-0.1403324226077182,51,299,False,False
5621,Provo,40.299955,-111.705981,488.429,512.43,597.567,647.646,109.13800000000003,22.344701072213166,39,29,False,True
7837,Racine,42.723087,-87.804802,67.04,70.193,70.33,70.228,3.289999999999992,4.907517899761324,315,231,False,True
3970,Ragsdale,37.314528,-120.470763,55.824,56.606,57.586,58.029,1.7620000000000005,3.1563485239323597,381,243,False,True
14927,Raintree,35.099142,-80.7513,,,,68.099,,,,,False,True
8004,Raleigh,35.779164,-78.657513,151.326,181.282,209.647,220.263,58.321,38.53997330267106,108,67,False,True
20462,Rancho Santa Clarita,34.442813,-118.512865,,,,,,,,,False,True
8235,Reading,40.338673,-75.931312,130.067,130.689,131.285,131.151,1.2179999999999893,0.9364404499219551,169,249,False,True
4380,Redlands,34.06025,-117.172011,64.761,67.581,71.132,72.262,6.371000000000009,9.837710968020891,310,206,False,True
14075,Regency,38.239256,-104.642387,,,54.4,57.549,,,397,,True,True
4677,Reno,39.539834,-119.833744,223.96,233.819,250.563,260.386,26.60299999999998,11.878460439364163,87,122,False,True
8081,Richmond,37.556789,-77.447086,150.308,159.202,172.535,175.08,22.227000000000004,14.787636053969186,138,133,False,True
6291,River Oaks,32.788779,-97.378593,62.266,63.599,70.734,101.37,8.467999999999996,13.599717341727422,313,189,False,True
14168,Riverdale,33.581224,-84.409378,,,99.329,166.292,,,216,,True,True
3430,Riverside,33.935462,-117.438703,367.336,382.74,443.683,513.343,76.34699999999998,20.783968900407253,49,52,False,True
6770,Riverview,36.14454,-95.942987,74.75,75.372,109.127,125.138,34.376999999999995,45.989297658862874,193,102,False,True
7551,Riviera Beach,26.809589,-80.075168,59.605,77.369,102.034,110.834,42.42900000000001,71.18362553477058,210,88,False,True
8277,Rochester,43.164841,-77.606273,244.583,239.677,234.318,230.604,-10.264999999999986,-4.1969392803261005,94,337,False,True
12634,Rochester,44.03843,-92.478871,,63.882,65.354,66.05,,,338,,True,True
7604,Rockford,42.274448,-89.079127,86.647,86.327,84.028,83.028,-2.6189999999999998,-3.0226089766523936,258,316,False,True
4492,Rocklin,38.797232,-121.261409,57.386,64.819,87.365,97.456,29.978999999999992,52.24096469522181,250,109,False,True
3213,Rosedale,35.407911,-119.109039,66.725,66.978,67.09,66.913,0.3650000000000091,0.5470213563132397,329,273,False,True
14089,Rosenberg,29.561393,-95.785788,,,65.028,70.204,,,339,,True,True
15576,Roswell,34.016587,-84.308034,,,,65.706,,,,,False,True
7792,Round Lake Beach,42.370987,-88.081627,52.986,53.157,57.69,56.837,4.704000000000001,8.877816781791418,379,216,False,True
14809,Route 66 Historic District,35.18002,-101.880336,,,,90.157,,,,,False,True
4529,Royal Palms,33.818433,-116.463161,56.96,61.38,64.822,67.623,7.862000000000002,13.802668539325847,342,194,False,True
3835,Rubidoux,33.998107,-117.453375,58.482,100.384,115.929,123.824,57.447,98.23022468451832,187,69,False,True
4225,Sacramento,38.607602,-121.472635,1514.661,1590.806,1685.044,1746.019,170.38300000000004,11.248919725271863,16,17,False,True
7540,Saint Johns Park,30.289949,-81.735877,90.2,125.062,180.667,222.575,90.467,100.2960088691796,130,42,False,True
7079,Saint Petersburg,27.92962,-82.799078,877.183,948.241,1127.963,1231.899,250.77999999999997,28.58924534561203,25,12,False,True
764,Salinas,36.690588,-121.635156,159.264,163.794,168.583,172.075,9.318999999999988,5.851290938316247,140,182,False,True
5671,Salt Lake City,40.682294,-111.86356,542.449,574.519,634.664,673.77,92.21500000000003,16.999754815660097,35,39,False,True
5956,San Antonio,29.454808,-98.545191,1686.163,1853.524,2203.32,2432.647,517.1570000000002,30.67064097599106,12,3,False,True
2295,San Diego,32.720032,-117.085564,1915.114,2006.367,2156.692,2234.848,241.57799999999997,12.61428823558284,13,14,False,True
1233,San Francisco,37.790813,-122.625239,3163.486,3219.679,3268.285,3290.101,104.79899999999998,3.3127695207122767,6,32,False,True
1442,San Rafael,37.978276,-122.539254,61.393,61.613,61.65,61.243,0.2569999999999979,0.4186145000244293,361,281,False,True
12658,Sandalwood,30.316331,-81.486132,,63.328,102.951,150.739,,,208,,True,True
487,Santa Barbara,34.425045,-119.713721,90.478,91.382,93.987,94.224,3.5090000000000003,3.8782908552355275,233,228,False,True
2371,Santa Clarita,34.387865,-118.552774,55.547,56.1,56.736,56.846,1.189,2.140529641564801,390,250,False,True
630,Santa Cruz,36.971962,-122.003213,90.911,92.895,96.578,102.502,5.667000000000002,6.233569095049005,223,210,False,True
339,Santa Maria,34.953232,-120.437127,97.213,97.808,98.306,98.215,1.0930000000000035,1.1243352226554097,218,252,False,True
1899,Santa Rosa,38.442428,-122.72559,142.32,142.608,142.287,139.546,-0.03299999999998704,-0.02318718381112074,158,288,False,True
7107,Sarasota,27.319473,-82.508546,125.252,133.831,170.343,198.395,45.090999999999994,36.00022354932456,139,83,False,True
14908,Satellite Beach,28.147521,-80.59043,,,,59.184,,,,,False,True
7756,Savannah,32.052692,-81.089538,77.867,79.714,91.039,98.156,13.171999999999997,16.9160234759269,241,169,False,True
7711,Schaumburg,42.018459,-88.113187,218.625,217.937,213.233,207.697,-5.391999999999996,-2.4663236134934228,107,327,False,True
8427,Schenectady,42.803211,-73.931266,80.951,80.821,80.227,79.702,-0.7239999999999895,-0.8943681980457184,277,302,False,True
14073,Schertz,29.578417,-98.263002,,,61.641,70.64,,,362,,True,True
8326,Scranton,41.413233,-75.659272,73.841,76.412,76.684,76.568,2.8430000000000035,3.8501645427337166,291,236,False,True
5386,Seattle,47.670763,-122.297078,1403.495,1469.239,1613.831,1727.219,210.336,14.986587055885488,20,15,False,True
12620,Seffner,27.949682,-82.26655,,89.268,101.206,118.784,,,213,,True,True
8409,Selden,40.878526,-73.045801,62.364,62.038,57.43,,-4.9339999999999975,-7.911615675710341,385,324,False,True
6785,Shannon Park VI,36.12439,-95.848201,63.32,65.543,67.191,68.022,3.871000000000002,6.113392293114344,328,225,False,True
1635,Simi Valley,34.273941,-118.732843,100.518,104.14,107.752,107.783,7.233999999999995,7.196720985296161,199,199,False,True
6995,Sioux Falls,43.537571,-96.709826,72.825,73.436,89.772,90.698,16.947000000000003,23.27085478887745,244,158,False,True
6445,Somerton Village,32.657338,-97.041131,62.235,64.02,66.879,68.626,4.6440000000000055,7.462039045553154,330,217,False,True
7889,South Bend,41.672666,-86.221274,80.405,80.497,80.732,80.604,0.3269999999999982,0.40669112617374314,274,275,False,True
6665,South Central,45.782078,-108.548616,57.793,58.291,62.147,65.639,4.353999999999999,7.5337843683491075,358,220,False,True
6920,South Kansas City,38.905306,-94.730787,61.31,62.104,70.11,78.01,8.799999999999997,14.353286576414936,316,188,False,True
14130,South Peoria,36.063678,-95.93159,,,109.007,144.228,,,196,,True,True
14762,Spanish Fork,40.103013,-111.636145,,,,55.797,,,,,False,True
5875,Spokane,47.6801,-117.414541,220.842,224.659,246.655,254.836,25.812999999999988,11.688446943968986,88,123,False,True
14068,Spokane Valley,47.65456,-117.242008,,,65.763,67.297,,,335,,True,True
8373,Spring Valley,41.120107,-74.048678,87.299,86.771,85.163,83.338,-2.13600000000001,-2.4467634222614345,256,313,False,True
8463,Springfield,42.108103,-72.578556,129.696,129.516,128.632,127.783,-1.063999999999993,-0.8203799654576802,174,306,False,True
13361,Springfield,37.200781,-93.294372,,,94.901,98.041,,,228,,True,True
7051,St. Louis,38.656981,-90.281024,663.392,662.5,658.825,651.001,-4.567000000000007,-0.6884315759008259,33,323,False,True
8385,Stamford,41.059685,-73.533971,109.725,109.091,107.134,104.896,-2.590999999999994,-2.3613579403053033,201,315,False,True
8039,Sterling Heights,42.461354,-82.952769,435.98,429.987,402.711,384.498,-33.269000000000005,-7.6308546263590085,53,341,False,True
3536,Stockton,37.990323,-121.304615,398.47,406.856,416.108,423.058,17.637999999999977,4.426431098953492,52,155,False,True
6680,Stonebridge,33.180159,-96.702662,113.352,115.996,131.097,136.228,17.745000000000005,15.654774507728142,170,154,False,True
8144,Sugarland Run,39.041923,-77.388576,55.82,61.447,66.8,68.241,10.979999999999997,19.67036904335363,331,175,False,True
4893,Surprise,33.61752,-112.369124,160.204,180.87,223.612,252.103,63.40799999999999,39.57953609148335,99,62,False,True
8361,Syracuse,43.046518,-76.141132,149.948,144.547,142.266,140.083,-7.682000000000016,-5.123109344572796,159,332,False,True
5275,Tacoma,47.215203,-122.470946,289.128,298.583,392.268,410.214,103.13999999999999,35.67278160537893,55,34,False,True
7065,Tallahassee,30.449874,-84.308045,70.804,90.739,129.101,141.699,58.297,82.33574374329133,173,68,False,True
7159,Tampa,28.012266,-82.463846,551.988,629.355,702.372,757.104,150.3839999999999,27.244070523272224,32,21,False,True
14844,The Colony,33.095423,-96.876183,,,,51.653,,,,,False,True
7146,The Reserve of Old Tampa Bay,28.014394,-82.579963,93.327,102.901,132.382,143.155,39.05500000000001,41.84748250774161,168,96,False,True
6381,The Woodlands,30.173051,-95.503314,260.732,286.765,346.674,387.087,85.94199999999995,32.96181519721397,62,46,False,True
12242,Thousand Oaks,34.204554,-118.860015,,56.042,56.495,56.518,,,392,,True,True
7702,Tinley Park,41.589378,-87.815456,58.362,58.131,53.168,52.56,-5.194000000000003,-8.899626469277958,402,325,False,True
7983,Toledo,41.670949,-83.571855,181.194,173.824,144.779,129.781,-36.41499999999999,-20.097243838096183,156,342,False,True
3156,Tracy,37.732507,-121.440132,89.201,90.702,95.692,96.784,6.491,7.276824250849207,226,205,False,True
8333,Trenton,40.22169,-74.753571,175.678,176.258,176.277,175.133,0.5989999999999895,0.3409647195437047,134,261,False,True
8445,Troy,42.741502,-73.689308,63.523,63.468,63.094,62.598,-0.42900000000000205,-0.6753459376918628,352,297,False,True
5063,Tucson,32.240171,-110.910549,422.107,448.11,585.234,649.805,163.127,38.645888364798495,40,18,False,True
4750,Tule Springs,36.300983,-115.285091,68.116,69.289,72.543,73.49,4.427000000000007,6.4992072347172565,303,219,False,True
3741,Turlock,37.508445,-120.850185,69.514,70.384,73.004,73.49,3.490000000000009,5.020571395690091,301,229,False,True
7009,Urbandale,41.615033,-93.65915,166.296,165.858,159.862,156.162,-6.4339999999999975,-3.8690046663780233,146,329,False,True
3269,Vacaville,38.343298,-121.969145,76.355,76.43,76.155,75.405,-0.20000000000000284,-0.26193438543645187,292,291,False,True
2140,Vallejo,38.112839,-122.228185,149.117,149.511,149.308,148.099,0.1910000000000025,0.1280873408129204,153,284,False,True
7955,Valley View,39.973922,-83.154735,135.219,173.877,175.11,175.096,39.89100000000002,29.501031659751973,136,95,False,True
1121,Ventura,34.273502,-119.244913,69.981,72.516,73.222,73.32,3.2409999999999997,4.631257055486489,300,232,False,True
7211,Ventura Bay,27.90783,-82.310522,64.631,75.016,105.292,153.574,40.661,62.9125342327985,205,93,False,True
2727,Verdugo City,34.239716,-118.268429,85.571,87.532,87.934,87.822,2.3629999999999995,2.7614495565086297,249,239,False,True
15511,Villages of Cypress Lakes,29.983169,-95.678594,,,,54.582,,,,,False,True
14821,Waco,31.545987,-97.158388,,,,118.485,,,,,False,True
8123,"Washington, D.C.",38.907142,-77.074338,3270.018,3391.514,3584.023,3725.73,314.0050000000001,9.602546530324913,5,6,False,True
8433,Waterbury,41.555843,-73.035126,97.211,97.124,96.554,95.876,-0.6569999999999965,-0.6758494409068896,224,301,False,True
1006,Watsonville,36.921781,-121.763691,54.86,55.839,60.386,61.237,5.526000000000003,10.072912869121406,364,212,False,True
7819,Waukegan,42.358525,-87.850779,112.414,112.721,112.976,112.819,0.5619999999999976,0.4999377301759546,190,262,False,True
14067,Weslaco,26.165501,-98.014177,,,83.77,98.495,,,261,,True,True
5521,West Boise,43.613253,-116.265498,167.989,170.757,184.984,189.045,16.995000000000005,10.116733833762927,126,157,False,True
7504,West Palm Beach,26.631608,-80.106273,617.035,651.935,721.613,759.941,104.57800000000009,16.948471318482756,29,33,False,True
5646,West Valley City,40.656874,-111.984976,463.325,491.641,543.0,617.046,79.67500000000001,17.19635245238224,41,50,False,True
7614,Westhaven Trails,43.038337,-89.496246,58.347,58.571,58.726,58.611,0.3789999999999978,0.6495621025931029,370,271,False,True
13284,Westside,31.872465,-102.368217,,,65.483,68.134,,,337,,True,True
6830,Westwego,29.87218,-90.110175,81.245,81.388,81.647,81.536,0.402000000000001,0.49479967998030766,268,270,False,True
5994,Wetmore,29.575434,-98.411632,151.443,170.436,203.423,230.104,51.97999999999999,34.32314468149732,112,73,False,True
6695,Wetsel,33.096917,-96.645973,68.942,71.497,74.077,78.064,5.135000000000005,7.448289866844602,296,214,False,True
7684,Wheaton,41.891089,-88.080954,108.584,108.213,107.211,105.938,-1.3730000000000047,-1.2644588521329152,200,310,False,True
8379,White Plains,41.034036,-73.775827,78.743,78.316,76.983,75.427,-1.759999999999991,-2.2351193121928183,289,312,False,True
13321,White Settlement,32.733485,-97.462744,,,81.675,83.911,,,267,,True,True
6740,Wichita,37.677153,-97.311641,214.445,216.435,224.492,227.922,10.046999999999997,4.685117396068921,98,179,False,True
8291,Wilkes-Barre,41.253225,-75.890685,65.809,66.1,66.351,66.259,0.5420000000000016,0.8235955568387326,332,263,False,True
8228,Wilmington,39.745836,-75.561536,127.195,127.561,127.498,126.622,0.3030000000000115,0.23821691104210976,175,278,False,True
4183,Woodland,38.673521,-121.770285,53.114,54.194,56.93,60.633,3.8160000000000025,7.184546447264379,389,226,False,True
14184,Woodruffs Subdivision,28.77505,-81.295302,,,57.626,63.812,,,380,,True,True
8469,Worcester,42.259379,-71.805898,136.651,136.913,136.717,135.862,0.0660000000000025,0.048298219551999255,163,287,False,False
5440,Yakima,46.59459,-120.533744,90.418,93.077,101.312,106.364,10.893999999999991,12.048485920944934,212,177,False,True
8186,York,39.960095,-76.730472,59.869,60.069,60.198,60.071,0.3290000000000006,0.5495331473717627,366,274,False,True
4455,Yuba City,39.128858,-121.631226,60.894,64.778,68.485,73.513,7.591000000000001,12.465924393207871,321,196,False,True
4640,Yuma,32.698096,-114.644392,68.345,71.489,78.023,79.617,9.677999999999997,14.160509181359277,285,180,False,True
6800,Zee Zee Gardens,30.45781,-91.151109,128.537,128.903,129.191,128.879,0.6539999999999964,0.5088029127799749,172,259,False,True
